id,relevance
932,2.1671
933,2.1604
935,2.1636
936,2.1971
937,2.1266
938,2.1234
939,2.1803
941,2.77126666667
942,2.84954166667
943,2.3638
945,2.7631
946,2.7697
947,2.7065
948,2.7665
949,2.7665
950,2.6193
951,2.693
952,2.8602
953,2.8438
955,2.8735
956,2.6232
957,2.6334
959,2.6732
960,2.5888
961,2.8697
964,2.2281
965,2.2632
966,2.2214
967,2.8635
968,2.8635
970,2.8501
971,2.8501
972,2.8601
973,2.3208
975,2.2975
976,2.2975
977,2.2975
979,2.3009
980,2.3174
981,2.3662
982,2.3427
983,2.0991
985,2.1225
986,2.4478
987,2.4478
988,2.8045
989,2.775
990,2.775
992,2.755
993,2.7547
994,2.765
995,2.7378
996,2.7547
997,2.7547
998,2.7943
999,2.8543
1002,2.1216
1003,2.1216
1005,2.3254
1006,2.703
1009,2.9
1010,2.1467
1011,2.1333
1012,2.1133
1013,1.9681
1014,2.0747
1015,2.0747
1016,2.1875
1017,2.3316
1018,2.1875
1021,2.3886
1023,2.1046
1024,2.2271
1025,2.1892
1027,2.1443
1029,2.6089
1030,2.6023
1032,2.59986666667
1033,2.56966666667
1034,2.589
1035,2.5689
1036,2.5756
1037,2.5719
1039,2.8834
1041,1.7873
1042,1.9117
1043,2.2629
1044,2.2431
1045,2.3861
1046,2.3828
1047,2.4059
1048,2.3861
1049,2.3091
1050,2.2927
1052,2.7898
1054,2.3078
1055,2.3512
1057,2.8345
1058,2.8178
1059,2.8478
1061,2.8112
1063,2.3852
1064,2.4052
1066,2.4083
1067,2.3851
1069,2.3585
1070,2.3918
1071,2.4097
1075,2.6265
1077,2.7412
1078,2.6943
1079,2.734
1082,2.2886
1085,2.319
1087,2.2919
1088,2.3056
1089,2.4986
1091,2.5452
1092,2.5454
1093,2.1308
1094,2.1767
1096,2.522
1099,2.1745
1100,2.4018
1102,1.7509
1105,2.395
1106,2.1158
1109,2.3182
1110,2.3637
1111,2.2369
1112,2.2369
1113,2.2469
1114,2.7734
1115,2.8102
1117,2.8035
1118,2.3568
1119,2.692
1120,2.8063
1122,2.8966
1123,2.7635
1124,2.8498
1125,2.8601
1126,2.8432
1127,2.9268
1130,2.9067
1131,2.8801
1133,2.92
1136,2.9101
1137,2.3974
1139,2.7306
1140,2.5043
1141,2.6474
1143,2.8136
1144,2.4743
1147,2.5043
1149,2.5043
1150,2.4809
1152,2.441
1153,2.78695
1154,2.81355
1156,2.76355
1157,2.76355
1158,2.5866
1160,2.6596
1161,2.3788
1162,2.403
1163,2.7498
1166,2.0955
1167,2.1254
1169,2.3666
1170,2.3533
1173,2.1069
1174,2.3399
1175,2.0825
1178,2.553
1179,2.5224
1181,2.1133
1182,2.6596
1183,2.7664
1184,2.6829
1186,2.2899
1187,2.2899
1188,2.7899
1189,2.8168
1190,2.7127
1193,2.8637
1194,2.7057
1197,2.1939
1198,2.3202
1199,2.2068
1200,2.4299
1201,1.6867
1202,1.6033
1203,1.7538
1204,1.7205
1207,2.6835
1209,2.6631
1210,2.6434
1211,2.7203
1213,2.6268
1214,2.4954
1217,2.4953
1219,2.0189
1221,2.0953
1222,2.7768
1223,2.8202
1225,2.3181
1226,2.2946
1229,2.4026
1232,2.3784
1233,2.3784
1234,2.4358
1235,2.4392
1236,2.3794
1239,2.7694
1240,2.7396
1241,2.7825
1242,2.8059
1244,2.82263333333
1245,2.83603333333
1246,2.84273333333
1247,2.84943333333
1249,2.713
1250,2.6055
1251,2.6926
1254,2.689
1255,2.6858
1256,2.7262
1258,2.6826
1259,2.6388
1260,2.2865
1261,2.2228
1262,2.3634
1263,2.3836
1264,2.5248
1265,2.5351
1268,2.2669
1269,2.2669
1270,2.2702
1271,2.8644
1272,2.9173
1274,2.8571
1277,2.7917
1278,2.447
1280,2.5688
1281,2.5983
1282,2.4949
1283,2.4706
1284,2.3069
1285,2.3235
1286,2.3168
1288,2.5386
1290,2.5691
1292,2.244
1293,2.3144
1294,1.8553
1295,1.832
1297,1.8657
1298,2.8675
1299,2.8642
1301,2.884
1304,2.6521
1305,2.6554
1306,2.6319
1307,2.2568
1308,2.2601
1309,2.2601
1310,2.2601
1311,2.2601
1312,2.2168
1313,2.3236
1314,2.4314
1315,1.8875
1318,2.3673
1319,2.3297
1321,2.3103
1322,2.1659
1324,2.3031
1325,2.3032
1327,2.6314
1328,2.3033
1329,2.2899
1330,2.2933
1331,2.2933
1332,2.2933
1333,2.2933
1334,2.3067
1336,2.6108
1337,2.554
1339,2.3134
1341,2.40693333333
1342,2.6354
1343,2.0023
1346,2.5694
1350,2.0499
1351,2.2341
1352,2.0499
1353,2.1868
1354,2.2102
1358,1.8623
1360,2.4574
1361,2.4507
1362,2.37
1363,1.8471
1365,1.8919
1367,2.2249
1368,2.1648
1369,2.1716
1370,1.9587
1371,2.6279
1372,2.6379
1373,2.6379
1374,2.568
1375,2.5646
1376,1.3268
1378,1.2932
1379,1.3265
1380,1.2834
1381,1.4075
1382,1.3567
1383,1.3132
1384,1.3132
1385,1.3065
1386,1.2833
1389,2.473
1390,2.5031
1391,2.6208
1392,2.6735
1393,2.3701
1396,2.5205
1398,2.5742
1400,2.5702
1402,2.5064
1404,2.6535
1406,2.7035
1407,2.9305
1409,2.9338
1410,2.8974
1411,2.9238
1412,2.9371
1413,2.8637
1415,2.5287
1416,2.1337
1417,2.5187
1418,2.7233
1420,2.7067
1421,2.6636
1423,2.1568
1424,2.20876666667
1425,2.6023
1426,2.0372
1428,2.6789
1429,2.2332
1430,2.049
1432,2.3263
1435,2.173
1437,2.3164
1438,2.2598
1440,2.2693
1441,2.2498
1442,2.2465
1445,2.2997
1446,2.323
1447,2.5196
1448,1.7221
1450,1.7254
1451,1.6216
1452,1.6249
1455,1.5244
1456,1.6249
1457,1.4808
1459,2.5024
1460,2.4593
1461,2.4724
1462,2.3037
1463,2.3302
1464,2.2568
1465,2.3101
1466,2.1065
1467,2.1973
1469,2.6034
1470,2.5377
1474,1.989
1475,2.0319
1476,2.276
1477,2.2324
1478,2.2512
1480,2.2977
1482,2.2825
1484,2.2481
1485,2.1992
1488,2.2579
1489,2.2179
1493,2.2626
1494,2.2094
1495,2.2579
1498,2.2179
1499,2.2793
1500,2.2058
1502,2.5299
1503,1.9583
1505,2.5368
1507,2.3731
1508,2.159
1510,2.5368
1511,2.6273
1513,2.4537
1514,2.1701
1515,2.1231
1516,2.0365
1517,2.1163
1518,2.1265
1519,2.0398
1520,2.0298
1521,2.0299
1522,2.1129
1523,2.1163
1524,2.1031
1525,2.0098
1526,2.1129
1527,2.1329
1529,2.123
1530,2.1064
1531,2.1264
1532,2.4336
1533,2.4303
1534,2.4503
1535,2.4637
1536,2.3249
1537,2.2841
1539,2.6954
1540,2.7012
1541,2.7413
1543,2.7385
1544,2.7715
1545,2.7648
1547,2.8632
1549,2.3163
1550,2.4837
1551,2.4779
1552,2.3597
1553,2.3828
1555,2.4765
1556,2.4765
1557,2.1766
1558,2.3965
1559,2.4673
1563,2.313
1564,2.437
1565,2.5578
1566,2.3497
1567,2.4221
1570,2.3663
1573,2.8901
1574,2.132
1575,2.132
1579,2.3003
1580,2.2903
1581,2.3003
1582,2.3064
1583,2.107
1584,2.0265
1585,2.1268
1586,2.137
1589,1.889
1590,2.1937
1591,2.3901
1592,1.6313
1594,2.6103
1596,2.7734
1597,2.6102
1598,2.5601
1599,2.8401
1600,2.6103
1601,2.7734
1602,2.5568
1603,2.6068
1604,2.5935
1605,2.3452
1606,2.3783
1607,1.6879
1608,1.6679
1611,1.3607
1613,1.9521
1614,1.7975
1615,1.6412
1618,2.6059
1619,2.6193
1620,2.5859
1621,2.6092
1623,2.5893
1625,2.5993
1626,2.5558
1628,2.5852
1629,2.5621
1630,2.2422
1631,1.7768
1632,1.757
1635,2.7877
1636,2.9636
1638,2.7811
1639,2.6209
1641,2.8069
1642,2.2607
1644,2.2044
1646,1.9375
1649,1.8475
1650,2.0443
1651,2.0477
1652,1.9409
1658,2.454
1659,2.6204
1660,2.525
1662,2.5
1663,2.5
1665,1.6334
1666,1.5333
1668,1.7131
1674,2.0694
1676,2.1753
1678,2.6599
1679,2.7934
1680,2.7967
1682,2.7967
1683,2.7933
1684,2.7267
1685,2.7967
1686,2.7867
1687,2.1826
1688,2.5588
1689,2.5115
1690,2.4644
1693,2.5588
1694,2.5584
1695,2.5683
1697,2.642
1698,2.6458
1699,2.5916
1700,2.3261
1701,2.3361
1706,2.9063
1707,2.6349
1708,2.655
1709,2.8326
1710,2.8493
1711,2.5791
1712,2.923
1714,2.6852
1716,2.51345
1717,2.49005
1718,2.2542
1719,2.2074
1720,2.2709
1723,2.5725
1725,1.8245
1727,1.9349
1728,1.8847
1729,1.9547
1730,2.3865
1732,2.5032
1734,2.5514
1735,2.5644
1736,2.5272
1737,2.5844
1739,2.5208
1743,2.5816
1744,2.6321
1745,2.4947
1747,2.5279
1748,2.3911
1750,2.5351
1751,2.401
1752,2.4609
1754,2.5986
1755,2.5654
1756,2.4316
1757,2.4415
1758,2.5455
1759,2.5112
1760,2.4509
1761,2.5016
1763,1.7755
1764,1.7756
1766,1.7756
1767,2.2517
1768,2.2417
1769,2.285
1770,2.5887
1772,2.7716
1773,2.7716
1775,2.7668
1776,2.7368
1778,2.7568
1781,2.4186
1783,2.8646
1787,2.4267
1788,2.2272
1789,2.5933
1791,2.7034
1792,2.4133
1793,2.4133
1794,2.1437
1795,2.1736
1796,2.1537
1798,2.0805
1799,2.8166
1800,2.8432
1801,2.8365
1802,2.8798
1803,2.95
1806,2.36
1807,2.1667
1808,2.3359
1809,2.3125
1810,2.4392
1812,2.1792
1813,2.5196
1814,2.1989
1817,2.7365
1819,1.7693
1820,2.4896
1822,2.7957
1823,2.6148
1825,2.7424
1826,2.6056
1827,2.3796
1828,2.7625
1831,2.7599
1832,2.6161
1833,2.7733
1834,2.7064
1836,2.3135
1837,2.3036
1838,2.3101
1839,2.3202
1840,2.4672
1842,2.5941
1843,2.4575
1849,2.6894
1850,2.4684
1854,2.5015
1856,2.4513
1857,1.9346
1859,2.005
1860,2.1176
1863,1.8657
1864,2.1769
1865,2.106
1866,2.7388
1869,2.6928
1871,2.739
1873,2.6632
1874,2.36623333333
1876,2.1
1877,2.09
1878,2.09
1879,2.2657
1880,2.2557
1882,2.289
1884,2.3625
1885,2.249
1886,2.2755
1887,2.2658
1888,2.2658
1889,2.1372
1890,2.6356
1891,2.6255
1892,2.8275
1893,2.8506
1895,2.8474
1897,2.755
1898,2.8839
1900,2.755
1901,2.8409
1902,2.821
1903,2.5062
1904,2.5534
1905,2.6034
1906,2.5459
1908,2.3001
1909,2.3779
1910,2.3779
1911,2.3379
1912,2.36295
1913,2.3779
1916,2.6976
1917,2.5834
1919,2.7131
1925,2.5917
1926,2.6928
1928,2.528
1929,2.5869
1930,2.6718
1932,2.689
1934,2.5702
1935,2.4678
1936,2.4474
1937,2.5615
1938,2.4443
1940,1.7653
1942,1.6256
1944,1.7686
1945,1.7686
1946,1.7653
1947,2.3102
1948,2.3135
1949,2.3102
1950,2.2709
1951,2.2709
1952,2.44786666667
1953,2.44796666667
1954,2.44786666667
1955,2.47476666667
1957,2.6773
1958,2.6805
1960,2.6805
1962,2.6604
1965,2.1346
1968,2.0265
1969,2.0765
1971,2.0765
1972,2.0765
1973,2.5139
1974,2.5106
1975,2.5106
1976,1.7273
1978,1.9242
1980,1.6011
1981,1.544
1984,1.6776
1985,1.931
1986,1.7382
1988,2.05055
1990,2.00065
1991,2.01065
1992,2.01065
1993,1.99055
1995,1.96425
1996,2.05355
1997,2.1257
1999,2.2454
2004,2.2588
2005,2.0794
2007,2.2254
2009,2.2785
2010,2.6424
2012,2.6793
2014,2.6391
2015,2.6025
2016,2.7763
2017,1.9958
2018,1.8865
2020,1.8355
2026,2.1132
2027,2.2197
2028,2.1165
2030,2.1099
2031,2.1497
2032,2.2498
2033,2.3399
2034,2.4033
2035,2.39
2036,2.4033
2038,2.5117
2040,2.5052
2043,2.3578
2044,2.4274
2045,2.3965
2046,2.71
2048,2.3833
2049,2.5014
2051,2.2907
2053,2.4023
2054,2.4022
2055,2.4008
2057,2.419
2058,2.2596
2059,2.4122
2061,2.1802
2063,2.1572
2067,2.3611
2068,2.3979
2069,2.5287
2071,2.4012
2072,2.184
2075,2.3601
2076,2.56
2077,2.5434
2078,2.5433
2079,2.5332
2080,2.5467
2084,2.5137
2087,2.3183
2090,2.0839
2091,2.3383
2092,2.3016
2093,2.2383
2094,2.2814
2096,2.9034
2099,2.9134
2100,2.24995
2101,2.5809
2102,2.3761
2104,1.927
2105,2.2033
2108,2.3761
2110,2.7086
2111,2.8895
2112,2.7456
2114,2.8763
2116,2.8528
2119,2.8094
2120,2.7154
2121,2.7522
2122,2.5948
2123,2.6081
2124,2.5202
2125,2.6267
2127,2.6733
2128,2.8135
2129,2.2696
2131,2.3372
2132,2.1722
2134,2.344
2135,2.2907
2138,1.8357
2140,1.7284
2141,1.7451
2142,1.8056
2143,1.7529
2144,1.7529
2145,1.8056
2147,1.8468
2150,2.7348
2152,2.1837
2155,2.5735
2156,2.4198
2159,2.5498
2161,2.2331
2162,2.2331
2164,2.7134
2165,2.7134
2168,2.5268
2170,2.3938
2171,2.7267
2172,2.4304
2174,2.3704
2175,2.7934
2177,2.6268
2178,2.8365
2179,2.843
2180,2.7537
2183,2.7311
2184,2.8369
2185,2.843
2186,2.7936
2187,2.7399
2191,2.7904
2192,2.8369
2193,2.8268
2194,2.8864
2195,2.8268
2196,2.8001
2197,2.1636
2198,2.1565
2199,2.1299
2200,2.1331
2202,1.53
2203,1.34
2205,1.3333
2207,2.34
2208,2.3535
2209,2.4135
2212,2.2846
2213,2.3014
2214,2.4945
2215,2.3246
2216,2.338
2217,1.5935
2219,2.1997
2220,2.243
2221,2.5522
2223,2.7225
2225,2.7761
2227,2.0603
2228,2.0937
2229,2.5544
2230,2.4409
2231,2.551
2232,2.551
2233,2.5611
2234,2.4645
2235,2.5446
2236,2.5545
2238,2.5579
2239,2.5579
2240,2.5512
2241,2.2647
2243,2.8115
2244,2.8473
2246,2.8081
2247,2.4636
2249,2.3841
2250,2.5809
2252,2.3713
2253,2.2872
2254,2.2705
2255,2.7935
2256,2.96
2260,2.8102
2261,2.8102
2262,2.94
2263,2.94
2264,2.7932
2265,2.9699
2266,2.1669
2267,2.1669
2268,2.5905
2269,2.5673
2271,2.3246
2272,2.6045
2274,2.5905
2276,2.5369
2278,2.5874
2280,1.346
2282,1.5561
2285,1.9484
2286,2.3601
2287,2.31
2289,2.31
2290,2.4833
2294,2.3594
2295,2.31
2296,2.6596
2301,2.429
2302,2.31
2304,2.46833333333
2305,2.3783
2307,2.4735
2308,2.4062
2309,2.4425
2311,2.4425
2313,2.3797
2314,2.2406
2316,2.1853
2317,2.2866
2318,2.31
2319,2.4297
2320,2.6036
2322,2.6912
2324,2.8272
2327,2.5239
2329,2.7013
2330,2.2441
2331,2.4501
2332,2.5304
2335,2.5507
2336,2.8804
2337,2.8804
2338,2.8804
2340,2.7985
2341,2.6438
2342,2.0117
2343,1.9683
2344,2.0054
2345,1.9987
2347,2.0185
2348,2.3048
2349,2.3014
2350,1.9999
2352,1.9791
2353,2.0458
2354,1.9959
2355,1.9859
2356,1.9556
2357,2.0126
2358,1.9591
2360,1.6431
2361,1.6898
2362,1.6797
2363,1.6531
2364,1.6531
2366,2.6918
2367,2.0362
2368,2.0462
2370,2.0328
2371,2.4536
2372,2.5172
2373,2.5339
2376,2.4975
2377,2.4841
2378,2.7272
2379,2.5206
2380,2.4376
2382,2.8567
2383,2.8534
2384,2.8467
2386,2.8367
2387,2.8367
2388,2.8267
2389,2.8467
2390,2.8367
2391,2.8534
2392,2.8234
2394,2.6405
2395,2.6405
2396,2.6371
2397,2.6452
2399,2.2866
2400,2.2472
2401,2.28
2402,2.4909
2404,2.6189
2405,2.8564
2406,2.5926
2407,2.8462
2408,2.569
2411,2.8532
2412,2.8596
2414,2.8228
2415,2.8462
2417,2.8
2418,2.8
2419,2.7867
2422,2.3694
2425,2.3527
2427,1.6745
2428,2.2857
2429,2.5402
2430,2.5402
2431,2.5402
2432,2.2678
2434,2.2017
2436,2.0859
2437,2.3351
2438,2.2641
2440,2.3111
2441,2.36815
2444,2.43245
2445,2.32755
2446,2.3244
2447,2.891
2450,2.8708
2452,2.7459
2454,2.8806
2457,2.6676
2458,2.5962
2459,2.6174
2460,2.5931
2463,2.6976
2467,2.5807
2469,2.5606
2472,2.6703
2473,2.6703
2476,2.3032
2477,2.6334
2479,2.66
2480,2.6268
2481,2.5667
2482,2.63
2483,2.6368
2486,2.5453
2487,2.5815
2488,2.3713
2491,2.8502
2492,2.2499
2493,2.3434
2494,2.3434
2495,2.4505
2496,2.4438
2497,2.4405
2498,2.4139
2499,2.4505
2501,2.7902
2503,2.3782
2504,2.3448
2505,2.3749
2506,1.6856
2508,1.7021
2509,1.7156
2510,1.7661
2511,2.2666
2512,2.2135
2517,2.5244
2518,2.608
2519,2.6783
2520,2.6418
2521,2.5985
2522,2.5679
2523,2.5747
2524,2.5985
2525,2.595
2526,2.6019
2527,2.6418
2528,2.6418
2529,2.6052
2530,2.7943
2531,2.7711
2532,2.7411
2533,2.6579
2536,2.6642
2537,2.5249
2541,2.4234
2542,2.45
2543,2.4533
2544,2.4871
2546,2.493
2547,2.4774
2548,2.5018
2549,2.4523
2550,2.4523
2552,2.3582
2553,2.3998
2554,2.5579
2557,2.8275
2558,2.6512
2559,2.6486
2560,2.8308
2561,2.6645
2563,1.9687
2564,2.3202
2565,2.2729
2566,2.087
2567,2.0903
2568,2.3517
2569,2.3149
2570,2.3517
2572,2.38
2573,2.3766
2574,2.8831
2576,2.9567
2577,2.8566
2579,2.9033
2580,2.9434
2583,2.1933
2584,2.4666
2586,2.9071
2587,2.8337
2588,2.7835
2589,2.7938
2590,2.9103
2591,2.9069
2593,2.1815
2594,2.2547
2595,2.7192
2596,2.5168
2597,2.6119
2599,2.5791
2600,2.5732
2601,2.6557
2602,2.5073
2603,2.6119
2606,2.5474
2607,2.6625
2609,2.6858
2610,2.673
2611,2.5788
2612,2.7192
2613,2.6557
2614,2.7158
2615,2.7828
2618,2.7158
2619,2.6152
2620,2.7261
2623,2.4329
2624,2.5566
2625,2.6133
2629,2.7616
2630,2.6014
2631,2.6344
2632,2.5378
2633,2.6618
2634,2.5646
2635,2.7215
2637,2.6245
2638,2.7152
2639,2.096
2640,2.1618
2641,2.2246
2644,2.1518
2645,2.1584
2646,2.1518
2647,2.2234
2648,2.2234
2649,2.4026
2650,2.3823
2651,2.3286
2652,2.3453
2653,2.3152
2655,2.3087
2656,2.2146
2658,2.2079
2659,2.3823
2661,2.362
2663,2.2819
2664,2.43353333333
2665,2.8231
2667,2.4052
2668,2.491
2674,2.3928
2676,2.5872
2678,2.4876
2679,2.3606
2681,2.6932
2682,2.5946
2683,2.3916
2684,2.4515
2687,2.4218
2689,2.4382
2690,2.3816
2692,2.4206
2693,2.5587
2694,2.5587
2699,2.508
2701,2.4938
